GenBank Accession	TAIR7 Locus	Tested in AD	Tested in DB	Vector type 1	Vector type 2
AY060521	AT3G04120	AD	DB	pENTR Sfi (SpecR)	
AY060524	AT5G07580	AD	DB	pENTR Sfi (SpecR)	
AY060526	AT3G10330	AD		pENTR Sfi (SpecR)	
AY060529	AT4G16143	AD	DB	pENTR Sfi (SpecR)	
AY060530	AT1G69410	AD	DB	pENTR Sfi (SpecR)	
AY060531	AT3G59930		DB	pENTR Sfi (SpecR)	
AY060532	AT2G41760	AD	DB	pENTR Sfi (SpecR)	
AY060533	AT3G05590	AD	DB	pENTR Sfi (SpecR)	
AY060534	AT1G35160	AD	DB	pENTR Sfi (SpecR)	
AY060535	AT5G45310	AD	DB	pENTR Sfi (SpecR)	
AY060536	AT5G06660	AD	DB	pENTR Sfi (SpecR)	
AY060537	AT4G27130	AD	DB	pENTR Sfi (SpecR)	
AY060538	AT3G15360	AD	DB	pENTR Sfi (SpecR)	
AY060539	AT5G41520	AD	DB	pENTR Sfi (SpecR)	
AY060540	AT2G39460	AD	DB	pENTR Sfi (SpecR)	
AY060541	AT2G26500	AD	DB	pENTR Sfi (SpecR)	
AY060542	AT3G26740	AD	DB	pENTR Sfi (SpecR)	
AY060543	AT5G11750	AD		pENTR Sfi (SpecR)	
AY060545	AT5G13810	AD	DB	pENTR Sfi (SpecR)	
AY060546	AT2G05620	AD	DB	pENTR Sfi (SpecR)	
AY060547	AT3G20390	AD	DB	pENTR Sfi (SpecR)	
AY060548	AT1G23890	AD	DB	pENTR Sfi (SpecR)	
AY060549	AT3G07910	AD	DB	pENTR Sfi (SpecR)	
AY061894	AT1G08480	AD	DB	pENTR Sfi (SpecR)	
AY061896	AT5G53800	AD	DB	pENTR Sfi (SpecR)	
AY061897	AT3G52230	AD	DB	pENTR Sfi (SpecR)	
AY061898	AT4G17090	AD	DB	pENTR Sfi (SpecR)	
AY061899	AT3G51260	AD	DB	pENTR Sfi (SpecR)	
AY061901	AT2G02390	AD	DB	pENTR Sfi (SpecR)	
AY061902	AT1G12810	AD	DB	pENTR Sfi (SpecR)	
AY061903	AT2G46505	AD	DB	pENTR Sfi (SpecR)	
AY061904	AT5G47370	AD	DB	pENTR Sfi (SpecR)	
AY061906	AT4G12490	AD	DB	pENTR Sfi (SpecR)	
AY061907	AT2G36485	AD	DB	pENTR Sfi (SpecR)	
AY061908	AT1G19525	AD	DB	pENTR Sfi (SpecR)	
AY061912	AT1G24020	AD	DB	pENTR Sfi (SpecR)	
AY061913	AT5G46770	AD	DB	pENTR Sfi (SpecR)	
AY061915	AT2G44620	AD	DB	pENTR Sfi (SpecR)	
AY061917	AT2G14260	AD		pENTR Sfi (SpecR)	
AY061918	AT5G10450	AD	DB	pENTR Sfi (SpecR)	
AY061919	AT4G32480	AD	DB	pENTR Sfi (SpecR)	
AY061920	AT3G06780	AD	DB	pENTR Sfi (SpecR)	
AY061921	AT2G27080	AD	DB	pENTR Sfi (SpecR)	
AY061922	AT3G24515	AD	DB	pENTR Sfi (SpecR)	
AY061925	AT2G01530		DB	pENTR Sfi (SpecR)	
AY061926	AT1G16890	AD	DB	pENTR Sfi (SpecR)	
AY062945	AT1G51060	AD	DB	pENTR Sfi (SpecR)	
AY062953	AT3G12780	AD		pENTR Sfi (SpecR)	
AY062954	AT2G23080	AD		pENTR Sfi (SpecR)	
AY062957	AT4G22750	AD		pENTR Sfi (SpecR)	
AY062958	AT3G24450	AD		pENTR Sfi (SpecR)	
AY062961	AT2G17450	AD		pENTR Sfi (SpecR)	
AY062962	AT3G25805	AD		pENTR Sfi (SpecR)	
AY062963	AT2G40080	AD		pENTR Sfi (SpecR)	
AY062964	AT4G11010	AD		pENTR Sfi (SpecR)	
AY062965	AT2G28380	AD		pENTR Sfi (SpecR)	
AY062967	AT5G08060	AD		pENTR Sfi (SpecR)	
AY062969	AT5G08260	AD		pENTR Sfi (SpecR)	
AY062970	AT3G14290	AD		pENTR Sfi (SpecR)	
AY062971	AT5G20720	AD		pENTR Sfi (SpecR)	
AY062972	AT3G47650	AD		pENTR Sfi (SpecR)	
AY062980	AT1G21380	AD	DB	pENTR Sfi (SpecR)	
AY062981	AT3G54820	AD	DB	pENTR Sfi (SpecR)	
AY062989	AT3G46940	AD	DB	pENTR Sfi (SpecR)	
AY062999	AT4G27000	AD	DB	pENTR Sfi (SpecR)	
AY063063	AT3G58140	AD		pENTR Sfi (SpecR)	
AY063065	AT1G16170	AD		pENTR Sfi (SpecR)	
AY063067	AT1G08550	AD		pENTR Sfi (SpecR)	
AY063068	AT1G12730	AD		pENTR Sfi (SpecR)	
AY063069	AT1G73230	AD		pENTR Sfi (SpecR)	
AY063070	AT1G32990	AD		pENTR Sfi (SpecR)	
AY063071	AT2G25625	AD		pENTR Sfi (SpecR)	
AY063072	AT3G55640	AD		pENTR Sfi (SpecR)	
AY063073	AT5G48810	AD		pENTR Sfi (SpecR)	
AY063074	AT5G41700	AD		pENTR Sfi (SpecR)	
AY063075	AT5G27560	AD		pENTR Sfi (SpecR)	
AY063076	AT3G19450	AD		pENTR Sfi (SpecR)	
AY063077	AT2G37550	AD		pENTR Sfi (SpecR)	
AY063079	AT3G01340	AD		pENTR Sfi (SpecR)	
AY063080	AT1G43890	AD		pENTR Sfi (SpecR)	
AY063082	AT3G21510	AD		pENTR Sfi (SpecR)	
AY063083	AT4G14690	AD		pENTR Sfi (SpecR)	
AY063084	AT1G54120	AD	DB	pENTR Sfi (SpecR)	
AY063716	AT1G02270	AD	DB	pENTR Sfi (SpecR)	
AY063717	AT3G61540	AD	DB	pENTR Sfi (SpecR)	
AY063718	AT3G52930	AD	DB	pENTR Sfi (SpecR)	
AY063720	AT2G33150	AD		pENTR Sfi (SpecR)	
AY063721	AT2G02950	AD	DB	pENTR Sfi (SpecR)	
AY063722	AT5G05690	AD	DB	pENTR Sfi (SpecR)	
AY063724	AT1G01090	AD	DB	pENTR Sfi (SpecR)	
AY063726	AT2G22590	AD	DB	pENTR Sfi (SpecR)	
AY063727	AT4G39960	AD	DB	pENTR Sfi (SpecR)	
AY063728	AT3G30180	AD	DB	pENTR Sfi (SpecR)	
AY063729	AT3G50070	AD	DB	pENTR Sfi (SpecR)	
AY063731	AT3G49800	AD	DB	pENTR Sfi (SpecR)	
AY063732	AT2G30530	AD	DB	pENTR Sfi (SpecR)	
AY064622	AT1G49760	AD	DB		pENTR TOPO(KanR)
AY064624	AT1G04430	AD	DB		pENTR TOPO(KanR)
AY064625	AT2G17360	AD	DB		pENTR TOPO(KanR)
AY064626	AT4G19410	AD	DB		pENTR TOPO(KanR)
AY064627	AT4G28980	AD	DB		pENTR TOPO(KanR)
AY064628	AT3G21175	AD	DB		pENTR TOPO(KanR)
AY064629	AT4G31600	AD	DB		pENTR TOPO(KanR)
AY064630	AT1G57720	AD	DB		pENTR TOPO(KanR)
AY064631	AT1G52740	AD	DB		pENTR TOPO(KanR)
AY064632	AT2G24180	AD	DB		pENTR TOPO(KanR)
AY064633	AT2G46280	AD	DB		pENTR TOPO(KanR)
AY064634	AT1G08500	AD	DB		pENTR TOPO(KanR)
AY064637	AT3G29180	AD	DB		pENTR TOPO(KanR)
AY064638	AT3G61180	AD	DB		pENTR TOPO(KanR)
AY064639	AT5G08560	AD	DB		pENTR TOPO(KanR)
AY064640	AT1G73740	AD	DB		pENTR TOPO(KanR)
AY064641	AT5G56950	AD	DB		pENTR TOPO(KanR)
AY064642	AT3G62650	AD	DB		pENTR TOPO(KanR)
AY064643	AT1G58470	AD	DB		pENTR TOPO(KanR)
AY064646	AT5G47650	AD	DB		pENTR TOPO(KanR)
AY064647	AT3G07370	AD			pENTR TOPO(KanR)
AY064650	AT4G11740	AD	DB		pENTR TOPO(KanR)
AY064651	AT5G66690	AD	DB		pENTR TOPO(KanR)
AY064652	AT1G08510	AD	DB		pENTR TOPO(KanR)
AY064655	AT1G27300	AD	DB		pENTR TOPO(KanR)
AY064658	AT4G40045	AD	DB		pENTR TOPO(KanR)
AY064659	AT3G56110	AD			pENTR TOPO(KanR)
AY064660	AT3G46000	AD	DB		pENTR TOPO(KanR)
AY064667	AT4G29660	AD	DB		pENTR TOPO(KanR)
AY064668	AT5G66860	AD	DB		pENTR TOPO(KanR)
AY064670	AT4G36730	AD	DB		pENTR TOPO(KanR)
AY064674	AT5G50790	AD	DB		pENTR TOPO(KanR)
AY064675	AT3G12260	AD	DB		pENTR TOPO(KanR)
AY064676	AT5G03990	AD	DB		pENTR TOPO(KanR)
AY064677	AT1G35430	AD	DB		pENTR TOPO(KanR)
AY064679	AT5G56350	AD	DB		pENTR TOPO(KanR)
AY064685	AT5G02260	AD	DB		pENTR TOPO(KanR)
AY064689	AT5G13780	AD	DB		pENTR TOPO(KanR)
AY064690	AT5G56870	AD	DB		pENTR TOPO(KanR)
AY064692	AT2G37020	AD	DB		pENTR TOPO(KanR)
AY066030	AT5G15950	AD	DB	pENTR Sfi (SpecR)	
AY066031	AT4G38060	AD	DB	pENTR Sfi (SpecR)	
AY066032	AT3G16530	AD	DB	pENTR Sfi (SpecR)	
AY066033	AT1G04680	AD	DB	pENTR Sfi (SpecR)	
AY066034	AT1G18720	AD	DB	pENTR Sfi (SpecR)	
AY066036	AT2G05070	AD	DB	pENTR Sfi (SpecR)	
AY066037	AT1G04130	AD	DB	pENTR Sfi (SpecR)	
AY066038	AT2G01290	AD	DB	pENTR Sfi (SpecR)	
AY066039	AT5G61840	AD	DB	pENTR Sfi (SpecR)	
AY066040	AT2G36310	AD		pENTR Sfi (SpecR)	
AY066041	AT5G05760	AD	DB	pENTR Sfi (SpecR)	
AY066042	AT1G72050	AD	DB	pENTR Sfi (SpecR)	
AY066043	No mapping	AD	DB	pENTR Sfi (SpecR)	
AY066044	AT3G14770	AD	DB	pENTR Sfi (SpecR)	
AY066045	AT1G75380	AD	DB	pENTR Sfi (SpecR)	
AY066046	AT5G10860	AD	DB	pENTR Sfi (SpecR)	
AY066047	AT3G25190	AD	DB	pENTR Sfi (SpecR)	
AY066049	AT2G33830	AD	DB	pENTR Sfi (SpecR)	
AY066052	AT4G26860	AD	DB	pENTR Sfi (SpecR)	
AY066053	AT1G32410	AD	DB	pENTR Sfi (SpecR)	
AY066054	AT3G51300	AD	DB	pENTR Sfi (SpecR)	
AY066056	AT3G56240	AD	DB	pENTR Sfi (SpecR)	
AY066057	AT1G65820	AD	DB	pENTR Sfi (SpecR)	
AY070021	AT4G17830	AD	DB	pENTR Sfi (SpecR)	
AY070026	AT3G55840	AD	DB	pENTR Sfi (SpecR)	
AY070027	AT2G19640	AD	DB	pENTR Sfi (SpecR)	
AY070029	AT1G34030	AD	DB	pENTR Sfi (SpecR)	
AY072455	AT3G13445	AD	DB		pENTR TOPO(KanR)
AY072456	AT2G35790	AD	DB		pENTR TOPO(KanR)
AY072457	AT3G26420	AD	DB		pENTR TOPO(KanR)
AY072458	AT1G08900	AD	DB		pENTR TOPO(KanR)
AY072459	AT2G19740	AD	DB		pENTR TOPO(KanR)
AY072460	AT5G16390	AD	DB		pENTR TOPO(KanR)
AY072461	AT3G23050	AD	DB		pENTR TOPO(KanR)
AY072462	AT4G29670	AD	DB		pENTR TOPO(KanR)
AY072463	AT5G60910	AD	DB		pENTR TOPO(KanR)
AY072464	AT1G27290	AD	DB		pENTR TOPO(KanR)
AY072466	AT5G41210	AD	DB		pENTR TOPO(KanR)
AY072469	AT5G16270	AD	DB		pENTR TOPO(KanR)
AY072470	AT5G44500	AD	DB		pENTR TOPO(KanR)
AY072472	AT5G06980	AD			pENTR TOPO(KanR)
AY072473	AT1G27310	AD	DB		pENTR TOPO(KanR)
AY072474	AT1G22990	AD	DB		pENTR TOPO(KanR)
AY072475	AT1G15140	AD	DB		pENTR TOPO(KanR)
AY072477	AT4G38490	AD	DB		pENTR TOPO(KanR)
AY072478	AT5G28060	AD	DB		pENTR TOPO(KanR)
AY072479	AT2G02760	AD	DB		pENTR TOPO(KanR)
AY072481	AT3G04400	AD	DB		pENTR TOPO(KanR)
AY072482	AT5G17770	AD	DB		pENTR TOPO(KanR)
AY072483	AT3G61470	AD	DB		pENTR TOPO(KanR)
AY072484	AT1G20430	AD	DB		pENTR TOPO(KanR)
AY072485	AT5G03300	AD	DB		pENTR TOPO(KanR)
AY072486	AT1G09415	AD	DB		pENTR TOPO(KanR)
AY072487	AT3G13200	AD	DB		pENTR TOPO(KanR)
AY072488	AT3G25470	AD	DB		pENTR TOPO(KanR)
AY072490	AT4G29160	AD	DB		pENTR TOPO(KanR)
AY072491	AT4G19985	AD	DB		pENTR TOPO(KanR)
AY072492	AT3G52560	AD	DB		pENTR TOPO(KanR)
AY072493	AT3G52960	AD	DB		pENTR TOPO(KanR)
AY072494	AT4G02230	AD	DB		pENTR TOPO(KanR)
AY072495	AT3G10920	AD	DB		pENTR TOPO(KanR)
AY072496	AT1G18540	AD	DB		pENTR TOPO(KanR)
AY072497	AT5G06280	AD	DB		pENTR TOPO(KanR)
AY072498	AT1G72750	AD			pENTR TOPO(KanR)
AY072500	AT4G30690	AD	DB		pENTR TOPO(KanR)
AY072501	AT1G18490	AD	DB		pENTR TOPO(KanR)
AY072502	AT3G16500	AD			pENTR TOPO(KanR)
AY072503	AT4G09010	AD	DB		pENTR TOPO(KanR)
AY072504	AT1G44810	AD	DB		pENTR TOPO(KanR)
AY072505	AT1G59960	AD	DB		pENTR TOPO(KanR)
AY072506	AT5G24780	AD	DB		pENTR TOPO(KanR)
AY072507	AT3G23480	AD	DB		pENTR TOPO(KanR)
AY072508	AT4G27140	AD	DB		pENTR TOPO(KanR)
AY072509	AT3G20970	AD	DB		pENTR TOPO(KanR)
AY072510	AT2G17570	AD	DB		pENTR TOPO(KanR)
AY072511	AT2G44870	AD	DB		pENTR TOPO(KanR)
AY072512	AT4G32260	AD	DB		pENTR TOPO(KanR)
AY072513	AT1G02816	AD	DB		pENTR TOPO(KanR)
AY072515	AT1G03900	AD	DB		pENTR TOPO(KanR)
AY072516	AT1G29700	AD	DB		pENTR TOPO(KanR)
AY072517	AT2G19680	AD	DB		pENTR TOPO(KanR)
AY072518	AT4G09320	AD	DB		pENTR TOPO(KanR)
AY072519	AT4G16510	AD	DB		pENTR TOPO(KanR)
AY072520	AT5G37780	AD	DB		pENTR TOPO(KanR)
AY072522	AT3G15190	AD	DB		pENTR TOPO(KanR)
AY072523	AT2G21660	AD	DB		pENTR TOPO(KanR)
AY072525	AT5G07730	AD	DB		pENTR TOPO(KanR)
AY072527	AT1G54630	AD	DB		pENTR TOPO(KanR)
AY072528	AT1G58380	AD	DB		pENTR TOPO(KanR)
AY072529	AT5G62350	AD	DB		pENTR TOPO(KanR)
AY072531	AT2G46090	AD	DB		pENTR TOPO(KanR)
AY072532	AT1G24610	AD	DB		pENTR TOPO(KanR)
AY072533	AT3G13740	AD	DB		pENTR TOPO(KanR)
AY072534	AT5G42300	AD	DB		pENTR TOPO(KanR)
AY072535	AT5G07440	AD	DB		pENTR TOPO(KanR)
AY072536	AT3G49470	AD	DB		pENTR TOPO(KanR)
AY072537	AT1G14960	AD	DB		pENTR TOPO(KanR)
AY072538	AT3G53670	AD	DB		pENTR TOPO(KanR)
AY072613	AT1G28510	AD	DB	pENTR Sfi (SpecR)	
AY072614	AT3G24520	AD	DB	pENTR Sfi (SpecR)	
AY072615	AT4G15750	AD	DB	pENTR Sfi (SpecR)	
AY072616	AT3G02560	AD	DB	pENTR Sfi (SpecR)	
AY072617	AT1G48830	AD	DB	pENTR Sfi (SpecR)	
AY072618	AT4G21215	AD	DB	pENTR Sfi (SpecR)	
AY072619	AT1G76405	AD	DB	pENTR Sfi (SpecR)	
AY072620	AT5G08330	AD	DB	pENTR Sfi (SpecR)	
AY072621	AT5G61760	AD	DB	pENTR Sfi (SpecR)	
AY072623	AT5G66780	AD	DB	pENTR Sfi (SpecR)	
AY072625	AT2G22310	AD	DB	pENTR Sfi (SpecR)	
AY072626	AT3G26060	AD	DB	pENTR Sfi (SpecR)	
AY072627	AT1G68340	AD	DB	pENTR Sfi (SpecR)	
AY072628	AT5G37780	AD	DB	pENTR Sfi (SpecR)	
AY072629	AT5G33290	AD	DB	pENTR Sfi (SpecR)	
AY074492	AT1G07860		DB	pENTR Sfi (SpecR)	
AY074493	AT1G08530		DB	pENTR Sfi (SpecR)	
AY074530	AT3G07210	AD	DB	pENTR Sfi (SpecR)	
AY074532	AT1G76670	AD	DB	pENTR Sfi (SpecR)	
AY074533	AT2G25850	AD	DB	pENTR Sfi (SpecR)	
AY074551	AT3G20300	AD	DB	pENTR Sfi (SpecR)	
AY074552	AT1G70710	AD	DB	pENTR Sfi (SpecR)	
AY074553	AT5G62650	AD	DB	pENTR Sfi (SpecR)	
AY074554	AT4G16563	AD	DB	pENTR Sfi (SpecR)	
AY074556	AT3G23340	AD	DB	pENTR Sfi (SpecR)	
AY074557	AT1G48520	AD	DB	pENTR Sfi (SpecR)	
AY074559	AT1G19370	AD	DB	pENTR Sfi (SpecR)	
AY074560	AT2G35500	AD	DB	pENTR Sfi (SpecR)	
AY074821	AT4G17600	AD	DB	pENTR Sfi (SpecR)	
AY074822	AT3G55440	AD	DB	pENTR Sfi (SpecR)	
AY074823	AT4G37430	AD	DB	pENTR Sfi (SpecR)	
AY074824	AT4G34920	AD	DB	pENTR Sfi (SpecR)	
AY074825	AT1G28330	AD		pENTR Sfi (SpecR)	
AY074826	AT1G30380	AD		pENTR Sfi (SpecR)	
AY074829	AT1G19350	AD	DB	pENTR Sfi (SpecR)	
AY074830	AT3G14420	AD	DB	pENTR Sfi (SpecR)	
AY074831	AT4G32400	AD	DB	pENTR Sfi (SpecR)	
AY074832	AT2G36220	AD	DB	pENTR Sfi (SpecR)	
AY074833	AT2G47490	AD	DB	pENTR Sfi (SpecR)	
AY074834	AT4G35220	AD	DB	pENTR Sfi (SpecR)	
AY074835	AT3G51000	AD	DB	pENTR Sfi (SpecR)	
AY074836	AT2G46170	AD	DB	pENTR Sfi (SpecR)	
AY074838	AT1G04290	AD	DB	pENTR Sfi (SpecR)	
AY074839	AT5G45420	AD	DB	pENTR Sfi (SpecR)	
AY074840	AT2G25910	AD	DB	pENTR Sfi (SpecR)	
AY074842	AT5G53310	AD	DB	pENTR Sfi (SpecR)	
AY074843	AT1G29950	AD	DB	pENTR Sfi (SpecR)	
AY077649	AT3G02480	AD	DB	pENTR Sfi (SpecR)	
AY077651	AT1G27400	AD	DB	pENTR Sfi (SpecR)	
AY077653	AT5G09660	AD	DB	pENTR Sfi (SpecR)	
AY077654	AT3G27360	AD	DB	pENTR Sfi (SpecR)	
AY077655	AT4G11600	AD	DB	pENTR Sfi (SpecR)	
AY077657	AT5G22440	AD	DB	pENTR Sfi (SpecR)	
AY077658	AT4G30750	AD	DB	pENTR Sfi (SpecR)	
AY077659	AT5G58575	AD	DB	pENTR Sfi (SpecR)	
AY077660	AT5G50250	AD	DB	pENTR Sfi (SpecR)	
AY077661	AT3G05165	AD	DB	pENTR Sfi (SpecR)	
AY077663	AT1G80180	AD		pENTR Sfi (SpecR)	
AY077664	AT2G16900	AD	DB	pENTR Sfi (SpecR)	
AY077667	AT1G78300	AD	DB	pENTR Sfi (SpecR)	
AY077668	AT5G67580	AD	DB	pENTR Sfi (SpecR)	
AY077669	AT3G09390	AD	DB	pENTR Sfi (SpecR)	
AY077672	AT1G19140	AD	DB	pENTR Sfi (SpecR)	
AY077673	AT1G33470	AD	DB	pENTR Sfi (SpecR)	
AY077674	AT3G53460	AD	DB	pENTR Sfi (SpecR)	
AY077675	AT3G13580	AD	DB	pENTR Sfi (SpecR)	
AY077677	AT3G27160	AD	DB	pENTR Sfi (SpecR)	
AY077678	AT1G66240	AD		pENTR Sfi (SpecR)	
AY077679	AT3G07390	AD	DB	pENTR Sfi (SpecR)	
AY077680	AT3G18280	AD	DB	pENTR Sfi (SpecR)	
AY078006	AT5G22290	AD	DB	pENTR Sfi (SpecR)	
AY078007	AT2G47930	AD		pENTR Sfi (SpecR)	
AY078008	AT2G27680	AD	DB	pENTR Sfi (SpecR)	
AY078009	AT4G29810	AD	DB	pENTR Sfi (SpecR)	
AY078010	AT5G56980	AD	DB	pENTR Sfi (SpecR)	
AY078012	AT1G78380	AD	DB	pENTR Sfi (SpecR)	
AY078013	AT5G10580	AD	DB	pENTR Sfi (SpecR)	
AY078015	AT4G25670	AD	DB	pENTR Sfi (SpecR)	
AY078016	AT2G43780	AD		pENTR Sfi (SpecR)	
AY078017	AT5G48790	AD	DB	pENTR Sfi (SpecR)	
AY078018	AT4G20330	AD	DB	pENTR Sfi (SpecR)	
AY078019	AT5G27670	AD	DB	pENTR Sfi (SpecR)	
AY078020	AT3G54900	AD	DB	pENTR Sfi (SpecR)	
AY078021	AT5G45775	AD	DB	pENTR Sfi (SpecR)	
AY078022	AT3G52380	AD	DB	pENTR Sfi (SpecR)	
AY078023	AT5G61230	AD	DB	pENTR Sfi (SpecR)	
AY078026	AT5G47640	AD	DB	pENTR Sfi (SpecR)	
AY078029	AT3G54810	AD	DB	pENTR Sfi (SpecR)	
AY078030	AT2G18300	AD	DB	pENTR Sfi (SpecR)	
AY078031	AT2G39630	AD	DB	pENTR Sfi (SpecR)	
AY078032	AT1G67860	AD	DB	pENTR Sfi (SpecR)	
AY078033	AT2G45630	AD	DB	pENTR Sfi (SpecR)	
AY078034	AT5G52550	AD	DB	pENTR Sfi (SpecR)	
AY078035	AT4G37870	AD	DB	pENTR Sfi (SpecR)	
AY078036	AT5G57180	AD	DB	pENTR Sfi (SpecR)	
AY078037	AT5G13160	AD	DB	pENTR Sfi (SpecR)	
AY078038	AT5G20410	AD	DB	pENTR Sfi (SpecR)	
AY078039	AT1G20560	AD	DB	pENTR Sfi (SpecR)	
AY078040	AT5G43010	AD	DB	pENTR Sfi (SpecR)	
AY078041	AT3G48740	AD	DB	pENTR Sfi (SpecR)	
AY078043	AT5G05580	AD		pENTR Sfi (SpecR)	
AY078046	AT3G23920	AD	DB	pENTR Sfi (SpecR)	
AY078047	AT1G26110	AD	DB	pENTR Sfi (SpecR)	
AY078048	AT2G42400		DB	pENTR Sfi (SpecR)	
AY078050	AT5G18830	AD	DB	pENTR Sfi (SpecR)	
AY078051	AT1G05560	AD	DB	pENTR Sfi (SpecR)	
AY078052	AT1G27760	AD	DB	pENTR Sfi (SpecR)	
AY079031	AT4G28880	AD	DB	pENTR Sfi (SpecR)	
AY079032	AT3G07020	AD	DB	pENTR Sfi (SpecR)	
AY079033	AT3G25710	AD	DB	pENTR Sfi (SpecR)	
AY079034	AT4G21150		DB	pENTR Sfi (SpecR)	
AY079035	AT3G19100	AD	DB	pENTR Sfi (SpecR)	
AY079037	AT2G33120	AD	DB	pENTR Sfi (SpecR)	
AY079039	AT4G30950	AD	DB	pENTR Sfi (SpecR)	
AY079040	AT5G11580	AD	DB	pENTR Sfi (SpecR)	
AY079041	AT1G72370	AD	DB	pENTR Sfi (SpecR)	
AY079042	AT2G32090	AD	DB	pENTR Sfi (SpecR)	
AY079044	AT4G39910	AD	DB	pENTR Sfi (SpecR)	
AY079045	AT3G04930	AD	DB	pENTR Sfi (SpecR)	
AY079046	AT1G51380	AD	DB	pENTR Sfi (SpecR)	
AY079101	AT2G34420	AD	DB	pENTR Sfi (SpecR)	
AY079102	AT1G67280	AD	DB	pENTR Sfi (SpecR)	
AY079103	AT1G16840		DB	pENTR Sfi (SpecR)	
AY079104	AT3G48890	AD	DB	pENTR Sfi (SpecR)	
AY079105	AT2G04390		DB	pENTR Sfi (SpecR)	
AY079107	AT3G11630	AD	DB	pENTR Sfi (SpecR)	
AY079108	AT1G55840	AD	DB	pENTR Sfi (SpecR)	
AY079109	AT1G61065	AD	DB	pENTR Sfi (SpecR)	
AY079111	AT1G09660	AD	DB	pENTR Sfi (SpecR)	
AY079112	AT3G15140	AD	DB	pENTR Sfi (SpecR)	
AY079113	AT5G37600	AD	DB	pENTR Sfi (SpecR)	
AY079115	AT5G21070	AD	DB	pENTR Sfi (SpecR)	
AY079116	AT3G10210	AD	DB	pENTR Sfi (SpecR)	
AY079117	AT5G52840	AD	DB	pENTR Sfi (SpecR)	
AY079118	AT3G10250	AD	DB	pENTR Sfi (SpecR)	
AY079119	AT3G27210	AD	DB	pENTR Sfi (SpecR)	
AY079120	AT5G15220		DB	pENTR Sfi (SpecR)	
AY079121	AT5G45690	AD	DB	pENTR Sfi (SpecR)	
AY079308	AT2G15960	AD	DB	pENTR Sfi (SpecR)	
AY079309	AT5G65270	AD	DB	pENTR Sfi (SpecR)	
AY079310	AT5G11520	AD	DB	pENTR Sfi (SpecR)	
AY079311	AT1G72630		DB	pENTR Sfi (SpecR)	
AY079313	AT5G22530	AD	DB	pENTR Sfi (SpecR)	
AY079314	AT1G64400	AD	DB	pENTR Sfi (SpecR)	
AY079315	AT3G27740	AD	DB	pENTR Sfi (SpecR)	
AY079316	AT5G52450	AD	DB	pENTR Sfi (SpecR)	
AY079317	AT3G47610	AD	DB	pENTR Sfi (SpecR)	
AY079318	AT1G70900	AD	DB	pENTR Sfi (SpecR)	
AY079319	AT4G21790		DB	pENTR Sfi (SpecR)	
AY079320	AT3G20670	AD	DB	pENTR Sfi (SpecR)	
AY079322	AT1G25260	AD	DB	pENTR Sfi (SpecR)	
AY079323	AT4G29190	AD	DB	pENTR Sfi (SpecR)	
AY079324	AT1G24530	AD	DB	pENTR Sfi (SpecR)	
AY079325	AT5G02040	AD	DB	pENTR Sfi (SpecR)	
AY079327	AT5G24990	AD	DB	pENTR Sfi (SpecR)	
AY079328	AT2G01250	AD	DB	pENTR Sfi (SpecR)	
AY079329	AT2G45820	AD	DB	pENTR Sfi (SpecR)	
AY079330	AT2G36780	AD	DB	pENTR Sfi (SpecR)	
AY079331	AT5G23060	AD	DB	pENTR Sfi (SpecR)	
AY079332	AT2G15270	AD	DB	pENTR Sfi (SpecR)	
AY079333	AT3G16640	AD	DB	pENTR Sfi (SpecR)	
AY079334	AT5G20280	AD	DB	pENTR Sfi (SpecR)	
AY079335	AT3G07670	AD	DB	pENTR Sfi (SpecR)	
AY079336	AT1G61250	AD	DB	pENTR Sfi (SpecR)	
AY079337	AT2G38050	AD	DB	pENTR Sfi (SpecR)	
AY079342	AT3G55290	AD	DB	pENTR Sfi (SpecR)	
AY079343	AT4G33666		DB	pENTR Sfi (SpecR)	
AY079344	AT1G36980	AD	DB	pENTR Sfi (SpecR)	
AY079345	AT3G10500		DB	pENTR Sfi (SpecR)	
AY079346	AT1G62500	AD	DB	pENTR Sfi (SpecR)	
AY079347	AT5G65250	AD	DB	pENTR Sfi (SpecR)	
AY079348	AT5G51010	AD	DB	pENTR Sfi (SpecR)	
AY079349	AT4G39460	AD	DB	pENTR Sfi (SpecR)	
AY079350	AT5G65430		DB	pENTR Sfi (SpecR)	
AY079351	AT5G65220	AD	DB	pENTR Sfi (SpecR)	
AY079352	AT3G48880	AD	DB	pENTR Sfi (SpecR)	
AY079354	AT4G20150	AD	DB	pENTR Sfi (SpecR)	
AY079355	AT5G09650	AD	DB	pENTR Sfi (SpecR)	
AY079356	AT2G42690	AD		pENTR Sfi (SpecR)	
AY079358	AT2G48070	AD	DB	pENTR Sfi (SpecR)	
AY079360	AT5G19570	AD	DB	pENTR Sfi (SpecR)	
AY079362	AT4G03520	AD	DB	pENTR Sfi (SpecR)	
AY079363	AT2G37040	AD	DB	pENTR Sfi (SpecR)	
AY079364	AT2G41190	AD	DB	pENTR Sfi (SpecR)	
AY079365	AT3G14010	AD	DB	pENTR Sfi (SpecR)	
AY079366	AT5G19780	AD	DB	pENTR Sfi (SpecR)	
AY079367	AT5G53120	AD	DB	pENTR Sfi (SpecR)	
AY079368	AT1G11190	AD	DB	pENTR Sfi (SpecR)	
